[Gene ID]	[source_id]	[Gene Name or Symbol]	[Organism]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Function IDs]	[Computed GO Functions]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Function IDs]	[Curated GO Functions]	[Curated GO Process IDs]	[Curated GO Processes]	[EC numbers]	[EC numbers from OrthoMCL]	
CNAG_06525	CNAG_06525-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06526	CNAG_06526-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06526	CNAG_06526-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06527	CNAG_06527-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021, GO:0016020	integral component of membrane, membrane	GO:0022891, GO:0022857	substrate-specific transmembrane transporter activity, transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06527	CNAG_06527-t26_2	N/A	C. neoformans var. grubii H99	GO:0016021, GO:0016020	integral component of membrane, membrane	GO:0022891, GO:0022857	substrate-specific transmembrane transporter activity, transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06527	CNAG_06527-t26_3	N/A	C. neoformans var. grubii H99	GO:0016021, GO:0016020	integral component of membrane, membrane	GO:0022891, GO:0022857	substrate-specific transmembrane transporter activity, transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06529	CNAG_06529-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491	oxidoreductase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.1.20 (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase)	
CNAG_06530	CNAG_06530-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491	oxidoreductase activity	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.18 (Inositol 2-dehydrogenase)	
CNAG_06531	CNAG_06531-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0003677, GO:0000981, GO:0008270	DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06531	CNAG_06531-t26_2	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0003677, GO:0000981, GO:0008270	DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06532	CNAG_06532-t26_1	N/A	C. neoformans var. grubii H99	GO:0030117	membrane coat	GO:0005488	binding	GO:0006886, GO:0016192	intracellular protein transport, vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06533	CNAG_06533-t26_1	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0005524, GO:0016887, GO:0005515	ATP binding, ATPase activity, protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.3.- (Acting on acid anhydrides; catalyzing transmembrane movement of substances.)	
CNAG_06534	CNAG_06534-t26_1	HMG1	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	GO:0050661, GO:0050662, GO:0004420, GO:0016616	NADP binding, coenzyme binding, hydroxymethylglutaryl-CoA reductase (NADPH) activity, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0015936, GO:0008299, GO:0055114	coenzyme A metabolic process, isoprenoid biosynthetic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.34 (Hydroxymethylglutaryl-CoA reductase (NADPH))	
CNAG_06535	CNAG_06535-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06536	CNAG_06536-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06537	CNAG_06537-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06538	CNAG_06538-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06539	CNAG_06539-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06539	CNAG_06539-t26_2	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06540	CNAG_06540-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003824	catalytic activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.9 (Dihydroxy-acid dehydratase)	
CNAG_06540	CNAG_06540-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003824	catalytic activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.9 (Dihydroxy-acid dehydratase)	
CNAG_06541	CNAG_06541-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06541	CNAG_06541-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06542	CNAG_06542-t26_1	N/A	C. neoformans var. grubii H99	GO:0017119	Golgi transport complex	N/A	N/A	GO:0006886	intracellular protein transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06543	CNAG_06543-t26_1	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0016780	phosphotransferase activity, for other substituted phosphate groups	GO:0008654	phospholipid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.8.- (Transferases for other substituted phosphate groups.)	
CNAG_06544	CNAG_06544-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06545	CNAG_06545-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06546	CNAG_06546-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06546	CNAG_06546-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06546	CNAG_06546-t26_3	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06546	CNAG_06546-t26_4	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06546	CNAG_06546-t26_5	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06548	CNAG_06548-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06549	CNAG_06549-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004651, GO:0016740	polynucleotide 5'-phosphatase activity, transferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.33 (Polynucleotide 5'-phosphatase)	
CNAG_06550	CNAG_06550-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06551	CNAG_06551-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016746	transferase activity, transferring acyl groups	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.21 (Carnitine O-palmitoyltransferase)	
CNAG_06552	CNAG_06552-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	GO:0042438	melanin biosynthetic process	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
CNAG_06553	CNAG_06553-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	
CNAG_06554	CNAG_06554-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491	oxidoreductase activity	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.-.-.- (Oxidoreductases.)	
CNAG_06555	CNAG_06555-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0030170	pyridoxal phosphate binding	GO:0009058	biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.6.1.57 (Aromatic-amino-acid transaminase)	
CNAG_06556	CNAG_06556-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0051287	NAD binding	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06557	CNAG_06557-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06558	CNAG_06558-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0010181, GO:0016491	FMN binding, oxidoreductase activity	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.18.1.- (With NAD(+) or NADP(+) as acceptor.)	
CNAG_06559	CNAG_06559-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008270	zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06560	CNAG_06560-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016787	hydrolase activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.1.1 (Carboxylesterase)	
CNAG_06561	CNAG_06561-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06562	CNAG_06562-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06563	CNAG_06563-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.19.12 (Ubiquitinyl hydrolase 1)	
CNAG_06564	CNAG_06564-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005488	binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06565	CNAG_06565-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06566	CNAG_06566-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.- (Methyltransferases.)	
CNAG_06567	CNAG_06567-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06568	CNAG_06568-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
CNAG_06569	CNAG_06569-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06570	CNAG_06570-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.- (Methyltransferases.)	
CNAG_06573	CNAG_06573-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06574	CNAG_06574-t26_1	APP1	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0009405	pathogenesis	N/A	N/A	
CNAG_06576	CNAG_06576-t26_1	CAR1	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06577	CNAG_06577-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06578	CNAG_06578-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06583	CNAG_06583-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06584	CNAG_06584-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06585	CNAG_06585-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0003676	ATP binding, nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.13 (RNA helicase)	
CNAG_06587	CNAG_06587-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06588	CNAG_06588-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	N/A	N/A	GO:0006260	DNA replication	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06588	CNAG_06588-t26_2	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	N/A	N/A	GO:0006260	DNA replication	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06589	CNAG_06589-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06590	CNAG_06590-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06590	CNAG_06590-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06591	CNAG_06591-t26_1	SET302	C. neoformans var. grubii H99	N/A	N/A	GO:0005515, GO:0008270	protein binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	GO:0045230, GO:0042438	capsule organization, melanin biosynthetic process	N/A	N/A	
CNAG_06592	CNAG_06592-t26_1	UBC7	C. neoformans var. grubii H99	N/A	N/A	GO:0016881	acid-amino acid ligase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)	
CNAG_06593	CNAG_06593-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0030246, GO:0003824	carbohydrate binding, catalytic activity	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.2.- (Acting on polysaccharides.)	
CNAG_06594	CNAG_06594-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06595	CNAG_06595-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06596	CNAG_06596-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06597	CNAG_06597-t26_1	SPT8	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06598	CNAG_06598-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06598	CNAG_06598-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06599	CNAG_06599-t26_1	N/A	C. neoformans var. grubii H99	GO:0042729, GO:0072686	DASH complex, mitotic spindle	N/A	N/A	GO:0008608	attachment of spindle microtubules to kinetochore	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06600	CNAG_06600-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524	ATP binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.6 (Vesicle-fusing ATPase)	
CNAG_06601	CNAG_06601-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06602	CNAG_06602-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.11.- (Aminopeptidases.)	
CNAG_06603	CNAG_06603-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016787, GO:0005515	hydrolase activity, protein binding	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.-.- (Acting on peptide bonds (peptidases).)	
CNAG_06604	CNAG_06604-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06605	CNAG_06605-t26_1	N/A	C. neoformans var. grubii H99	GO:0005840, GO:0015935	ribosome, small ribosomal subunit	GO:0003723, GO:0003735	RNA binding, structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06606	CNAG_06606-t26_1	RHO104	C. neoformans var. grubii H99	GO:0005622, GO:0016020	intracellular, membrane	GO:0005525	GTP binding	GO:0006184, GO:0015031, GO:0007165, GO:0007264	obsolete GTP catabolic process, protein transport, signal transduction, small GTPase mediated signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.15 (D-iditol 2-dehydrogenase)	
CNAG_06607	CNAG_06607-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003677, GO:0003887, GO:0003676, GO:0001882, GO:0000166	DNA binding, DNA-directed DNA polymerase activity, nucleic acid binding, nucleoside binding, nucleotide binding	GO:0006260, GO:0006139	DNA replication, nucleobase-containing compound metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.7 (DNA-directed DNA polymerase)	
CNAG_06608	CNAG_06608-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06609	CNAG_06609-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06610	CNAG_06610-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06611	CNAG_06611-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0003677, GO:0003899	DNA binding, DNA-directed RNA polymerase activity	GO:0006351	transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.6 (DNA-directed RNA polymerase)	
CNAG_06612	CNAG_06612-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06613	CNAG_06613-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06614	CNAG_06614-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008081	phosphoric diester hydrolase activity	GO:0006629	lipid metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.4.44 (Glycerophosphoinositol glycerophosphodiesterase)	
CNAG_06616	CNAG_06616-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06617	CNAG_06617-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016787	hydrolase activity	GO:0009166	nucleotide catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.3.5 (5'-nucleotidase)	
CNAG_06620	CNAG_06620-t26_1	N/A	C. neoformans var. grubii H99	GO:0005622, GO:0016020, GO:0005741	intracellular, membrane, mitochondrial outer membrane	GO:0005525, GO:0003924, GO:0005509	GTP binding, GTPase activity, calcium ion binding	GO:0019725, GO:0006184, GO:0015031, GO:0007165, GO:0007264	cellular homeostasis, obsolete GTP catabolic process, protein transport, signal transduction, small GTPase mediated signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.5.- (Acting on GTP; involved in cellular and subcellular movement.)	
CNAG_06621	CNAG_06621-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004076, GO:0003824, GO:0051536	biotin synthase activity, catalytic activity, iron-sulfur cluster binding	GO:0009102	biotin biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.8.1.6 (Biotin synthase)	
CNAG_06622	CNAG_06622-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06622	CNAG_06622-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06623	CNAG_06623-t26_1	N/A	C. neoformans var. grubii H99	GO:0005737	cytoplasm	GO:0050113, GO:0005506	inositol oxygenase activity, iron ion binding	GO:0019310, GO:0055114	inositol catabolic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.13.99.1 (Inositol oxygenase)	
CNAG_06624	CNAG_06624-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06625	CNAG_06625-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06626	CNAG_06626-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004386, GO:0003676	ATP binding, helicase activity, nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.13 (RNA helicase)	
CNAG_06627	CNAG_06627-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06628	CNAG_06628-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491	oxidoreductase activity	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.3 (Aldehyde dehydrogenase (NAD(+)))	
CNAG_06629	CNAG_06629-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06630	CNAG_06630-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	GO:0006886	intracellular protein transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06631	CNAG_06631-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06632	CNAG_06632-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004672, GO:0016772	ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06633	CNAG_06633-t26_1	N/A	C. neoformans var. grubii H99	GO:0005840, GO:0015935	ribosome, small ribosomal subunit	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_06634	CNAG_06634-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0003677, GO:0003887	DNA binding, DNA-directed DNA polymerase activity	GO:0006260, GO:0006261	DNA replication, DNA-dependent DNA replication	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.7 (DNA-directed DNA polymerase)	
